Order Id,Order Date,Delivery Date,Customer Id,Product Id,Supplier Id,Price
ed42aaa5-3ad5-4253-b652-820c12a1219d,4/8/2025,4/18/2025,B02103,P00146,S0103,170.57
421636f2-d067-4459-afe4-6cabf9e690ec,5/20/2025,5/22/2025,B07534,P00031,S0059,67.5
3a933d68-ad0f-4aea-9a9e-51109548a8b5,4/18/2025,4/23/2025,B06463,P00021,S0088,353.09
b5c6e723-d6fc-49b5-8e3c-a1441b27a67a,4/6/2025,4/13/2025,B02627,P00112,S0148,330.66
b526ce47-3904-4994-a089-b441bc328cf1,5/11/2025,5/13/2025,B03350,P00016,S0154,45.17
2d91bc6f-aba4-4832-a27f-682ce68cf87d,5/19/2025,5/23/2025,B00699,P00144,S0096,541
9edb47fc-004b-44b2-bac7-4eb4837ace0c,5/1/2025,5/6/2025,B04927,P00249,S0118,139.22
9afc913c-44f4-4f44-a28c-bcbd5fe22c85,5/18/2025,5/21/2025,B02885,P00002,S0101,290.16
746a0aa1-4abe-4bd1-a25e-1921c92d6743,4/8/2025,4/17/2025,B02934,P00148,S0139,283.34
09e03fe1-fb93-4196-add6-18b4a7d27078,4/18/2025,4/25/2025,B05148,P00241,S0054,13.78
4d0e3e4a-5263-4916-ab34-66825fa38934,5/15/2025,5/19/2025,B09752,P00047,S0157,30.28
5ea185a5-a0a0-4d29-aa8a-dd68a2b111ea,4/26/2025,5/4/2025,B04977,P00087,S0167,26.58
c9882578-f89c-4a18-ac00-92fe5cb486a1,4/11/2025,4/19/2025,B06103,P00111,S0015,89.68
02e32f9b-567c-4669-9ae4-7503917c8d85,4/20/2025,4/30/2025,B04295,P00410,S0172,65.09
97544812-e7f7-47ab-9465-fb179acc3628,4/28/2025,5/1/2025,B02155,P00388,S0094,173.84
1a575c3f-4132-4f38-a3b8-dbb678d4fcda,4/16/2025,4/26/2025,B06983,P00319,S0019,103.49
8b3d7f05-8501-4da1-b2e1-cece98dedeed,4/26/2025,5/1/2025,B01202,P00204,S0110,64.03
543b5984-e5a1-490a-843b-946f695a872a,5/13/2025,5/21/2025,B05295,P00187,S0162,157.15
d6485156-0426-49ac-8410-17bbaa448b68,4/20/2025,4/29/2025,B08161,P00085,S0043,130.88
bb341d5d-b42f-43fe-a604-f21fd7216c4e,4/19/2025,4/27/2025,B05320,P00403,S0076,47.72
9d349bc5-958a-453b-a323-6a23c63fe158,4/10/2025,4/20/2025,B03192,P00201,S0107,117.74
183cf272-861a-4120-9d45-aa22337927cf,4/3/2025,4/12/2025,B02569,P00481,S0085,56.6
e97168b1-a5f1-4801-98c1-c7ec5ec0e956,5/5/2025,5/14/2025,B05379,P00025,S0035,266.16
d2ac7c7a-3391-45fe-94ff-61fcf1ffcb8f,4/7/2025,4/17/2025,B04794,P00246,S0182,31.38
24005f69-df8d-4509-bb62-af8ca86aae26,4/12/2025,4/22/2025,B08103,P00384,S0122,121.49
35b00ca8-934e-4c71-9283-82d66f019e49,4/12/2025,4/20/2025,B06747,P00306,S0117,32
8d2f18a2-1ecc-48e2-b720-0409f705df7b,5/3/2025,5/13/2025,B06701,P00217,S0087,153.41
ab84ff3d-ac5c-4459-881a-c5ec541c60c5,4/21/2025,5/1/2025,B00548,P00260,S0118,65.71
9deacdbf-467b-42ea-9634-afcaaf618264,5/5/2025,5/8/2025,B04438,P00269,S0193,278.22
9bf1a2e1-78c2-48e8-8253-e13fe5fcf60b,5/4/2025,5/6/2025,B03675,P00156,S0164,91.66
cfbaa5a7-e37f-463a-89fb-6ab392a3b519,5/13/2025,5/17/2025,B04144,P00165,S0047,132.51
536d8c80-0a3b-43f0-81bf-786dd8e4cf67,4/24/2025,4/26/2025,B00768,P00430,S0118,542.66
8909e500-7f9a-4ad0-84c1-b13fa071a273,4/24/2025,4/27/2025,B03730,P00471,S0188,166.04
ba6b8a5d-3aef-44df-a32f-28c4cbe334bb,4/8/2025,4/12/2025,B02278,P00044,S0124,368.98
a97c9d9d-ca45-482f-8c89-1a25fa4b77d2,5/8/2025,5/18/2025,B04402,P00419,S0132,113.2
2beeef82-d58e-4a38-9a1d-336964563dc1,4/28/2025,5/8/2025,B05042,P00482,S0127,99.43
8586f9fe-56f0-4df2-94c3-03454d24ac3f,5/21/2025,5/30/2025,B09713,P00339,S0134,27.35
824a5db4-df77-408a-b8b3-8e99ff43fbcc,4/10/2025,4/20/2025,B02613,P00369,S0143,43.77
940f6efc-c391-4729-853a-1977976daa16,4/15/2025,4/19/2025,B06326,P00108,S0169,68.49
6b0c09cd-d838-4c8d-aa23-e9c663061a4a,4/9/2025,4/15/2025,B06249,P00237,S0081,105.53
9c344ccf-ada6-4ba8-96fe-1ded901b38f5,4/30/2025,5/3/2025,B08629,P00100,S0123,387.8
5c554c1d-5215-43cd-a58c-318b6933e284,5/15/2025,5/17/2025,B05661,P00384,S0171,84.14
d41e533e-9ad0-44c0-8db8-9f1b778e31c8,4/27/2025,5/6/2025,B07914,P00499,S0172,210.82
d3eaa269-4c0f-45d1-88ca-b06501a61393,5/10/2025,5/15/2025,B02969,P00086,S0130,90.05
bac44de3-2d28-45eb-9ea2-61dcdf0b8454,5/20/2025,5/29/2025,B05973,P00444,S0151,67.88
dbd8d320-da5c-4525-b16a-58fbf2fe69a8,5/5/2025,5/8/2025,B04366,P00357,S0110,37.58
70328469-d378-44a1-8db0-42d75b9d3565,4/9/2025,4/11/2025,B09364,P00285,S0129,89.63
bc2eb8f1-7d6b-4262-9c8a-6bed9f03bb45,4/2/2025,4/6/2025,B03873,P00303,S0002,69.46
6ff54383-60f1-41ed-b831-3f03eabf923e,4/4/2025,4/7/2025,B05692,P00015,S0162,78.3
396fd309-4895-489b-8900-f955b287b1dd,4/7/2025,4/17/2025,B09964,P00224,S0180,50.8
023f2f71-7804-4ef9-a2f5-9ee37a404df0,4/13/2025,4/19/2025,B01199,P00266,S0037,34
879d7aa5-c067-44fd-8510-7d9d086b3c89,4/23/2025,4/28/2025,B05632,P00203,S0156,77.1
c8e7689a-2416-4ada-a843-6a6713d8467c,5/10/2025,5/18/2025,B07689,P00214,S0155,566.4
28bce8e9-1d8d-4e14-9bd7-c884793e6548,4/22/2025,4/24/2025,B01194,P00204,S0191,402.42
b8818d8d-f0a8-422f-9135-b9990925671c,4/28/2025,5/4/2025,B07754,P00123,S0190,57.53
3c017a30-e486-49be-860a-316c948db250,4/20/2025,4/23/2025,B00340,P00076,S0117,44.01
1b48dbf1-868f-4b3c-a6da-1708b2763a18,4/5/2025,4/13/2025,B03851,P00459,S0075,187.51
04eda227-84b2-4848-849b-b88ff5d296a8,5/4/2025,5/11/2025,B05446,P00275,S0200,77.7
715f7bbb-88e2-4618-a4e4-04ed986796cc,4/9/2025,4/18/2025,B08331,P00332,S0194,48.68
96c5b2de-99e1-4e73-958f-22bcf3186a30,5/9/2025,5/13/2025,B05690,P00224,S0135,77.29
3e851111-4bcb-4929-9e24-89c5e8333d91,4/2/2025,4/6/2025,B03211,P00491,S0073,117.71
3887d819-3a2f-4c56-a8d3-d9547b0cb4c9,5/18/2025,5/27/2025,B07659,P00477,S0086,169.34
557f00c7-f9a0-4941-849e-b9ae3460dfb3,4/6/2025,4/14/2025,B03002,P00283,S0080,37.61
23f72e01-89cc-4f6e-8e30-8b04d3bf9ca8,5/19/2025,5/27/2025,B00599,P00059,S0051,13.8
05a2a265-9cfd-43be-9505-c2440623736e,4/9/2025,4/13/2025,B02532,P00436,S0177,227.12
32bdd61c-ee61-48f8-8c6c-ec76d80c877d,4/27/2025,5/7/2025,B09650,P00410,S0151,34.78
e627213d-2c7e-4693-95cd-ecb35c672fc5,4/4/2025,4/13/2025,B04164,P00024,S0046,342.56
913f482b-61b1-420d-97e7-f1b345253efe,4/25/2025,5/1/2025,B07018,P00385,S0101,73.34
43bcd3f5-c334-4c4d-8d1b-592e0f08c79f,4/30/2025,5/3/2025,B02649,P00082,S0081,117.85
15f021b3-b555-4950-a66b-7e8f89d84823,5/5/2025,5/14/2025,B08028,P00249,S0154,48.62
9d24c8dd-023c-4e5b-8b34-a754137b7b2b,4/21/2025,4/29/2025,B01278,P00269,S0104,53.99
091d61cd-8273-48d8-9069-1e690f828c65,5/5/2025,5/11/2025,B05682,P00474,S0001,51.14
bd18f152-7f0b-48c3-9cc6-7e96834ad394,5/7/2025,5/14/2025,B05508,P00134,S0003,121.45
bc51a369-9df4-48ac-8ff5-9eb6cd7291f9,5/18/2025,5/28/2025,B02768,P00479,S0033,73.34
46aad70a-374a-4f04-8abb-04190ce298ae,4/10/2025,4/12/2025,B04359,P00001,S0178,117.68
1e9722d6-b4f2-42e4-88a5-039c71a6d4d3,5/17/2025,5/26/2025,B01279,P00475,S0149,56.77
b2b8f3e9-6b9f-46dc-b683-df832cff7bea,5/4/2025,5/11/2025,B00259,P00341,S0034,115.59
e10453a8-68b3-40cf-ba5c-da19a8fd8b78,5/11/2025,5/15/2025,B01921,P00458,S0070,60.07
6538b767-4de2-40e4-8c59-ade6e924b538,5/10/2025,5/20/2025,B07450,P00177,S0027,27.27
3424fe88-b465-428d-bc40-e06151c07d24,4/21/2025,4/24/2025,B09098,P00016,S0179,32.15
506bef32-7c73-4277-adde-0cf1ba602bb7,5/2/2025,5/9/2025,B03000,P00414,S0075,195.71
b01b2f9f-fb4c-4b1e-a42f-3235ee11bf3a,5/4/2025,5/6/2025,B03523,P00033,S0074,43.12
0299f4fe-5679-4fb5-be65-521cdd739087,4/27/2025,5/6/2025,B09166,P00039,S0135,88.49
7e20028a-44ec-46d1-b2f5-3a04ead4a94e,4/9/2025,4/16/2025,B06822,P00125,S0105,34.09
83bbd879-6e6a-4414-9fed-e72a853d1a29,4/29/2025,5/1/2025,B01920,P00066,S0171,40.99
5b851431-054c-48bc-b5bc-e1d3dfac6de7,5/13/2025,5/19/2025,B03671,P00126,S0022,71.99
1604753f-86e2-45b9-a46e-9e78af576f5a,4/16/2025,4/18/2025,B07873,P00014,S0069,47
4c96a71b-64b3-472c-a8c4-5c440f51b8e3,4/4/2025,4/13/2025,B04142,P00069,S0171,81.78
40f5e8aa-a45f-47ea-8471-76e9cf6ae1cb,5/5/2025,5/9/2025,B08313,P00431,S0086,231.45
8a444499-67e1-45f0-a12c-e97344f5d652,4/19/2025,4/29/2025,B02068,P00372,S0189,144.2
a7bfbf44-d5b9-4f15-91a9-3fe61331c444,5/14/2025,5/16/2025,B07068,P00234,S0150,35.14
4cab45aa-af64-421a-8bb6-305b9b784103,5/3/2025,5/10/2025,B09932,P00067,S0095,285.79
a2e7b9f1-e4ea-48aa-a642-efd7e31ca10c,4/23/2025,4/30/2025,B03150,P00297,S0003,176.7
e48efedf-9ef7-4dda-8816-b40189142f1b,4/20/2025,4/23/2025,B08711,P00430,S0101,27.63
604ba950-2440-4afd-a347-6d2d8af89b31,4/14/2025,4/16/2025,B05317,P00163,S0109,134.56
7fad0d07-568f-4ef0-be63-58cf42887d1d,5/8/2025,5/11/2025,B03240,P00093,S0156,96.98
c09fdc37-a7e3-4463-80c4-490e39f6f65b,5/16/2025,5/22/2025,B00757,P00244,S0107,110.03
3f84f5ea-51b3-456f-9b57-bd2417fe37a2,5/9/2025,5/18/2025,B00073,P00201,S0107,17.78
a86e6d42-ac90-4def-9d33-e4ddec91bd16,5/14/2025,5/19/2025,B06989,P00082,S0170,44
e696fdaa-52c7-4e98-9c08-a7940036bcdb,5/18/2025,5/25/2025,B09016,P00025,S0062,110.11
682826ba-c54d-4706-8b2b-d65058815730,5/2/2025,5/10/2025,B02959,P00462,S0094,22.49
6c293971-dc55-46f3-826a-d66f650b8d72,4/10/2025,4/13/2025,B05320,P00281,S0063,46.63
b4276015-d053-4cfd-8f27-76e6f023358b,4/10/2025,4/12/2025,B03710,P00305,S0163,52.21
bf330929-75ba-4153-89d7-a07cbfebd3ba,4/23/2025,4/26/2025,B06238,P00202,S0137,61.77
a353b874-3281-4869-b19a-68599854d2ad,4/24/2025,4/28/2025,B01085,P00163,S0123,121.88
9489bcfb-620c-4b5b-a96d-32b1fe760a2e,4/24/2025,5/4/2025,B04036,P00418,S0044,75.75
f6ad96ee-d9b7-42e4-8ec0-aace54e858c4,5/7/2025,5/10/2025,B09166,P00414,S0052,130.22
0468202d-e011-4b2e-bbdc-7269c5ec2a1a,4/29/2025,5/9/2025,B02120,P00407,S0049,57.53
6bb07b75-dab8-4c29-976b-c1af1d307357,5/15/2025,5/19/2025,B03970,P00490,S0037,76.02
6d61a20d-22d8-47c8-8cef-b7a1a22c349f,5/2/2025,5/8/2025,B07721,P00018,S0016,90.17
04dd5e19-a9bf-4753-a1bc-ee2c0bdca5a7,4/5/2025,4/8/2025,B04508,P00379,S0133,31
201ef51a-232d-4662-87c0-39d69ee71431,4/13/2025,4/17/2025,B08484,P00274,S0175,106.77
d47a5466-c7e2-464e-934b-488b189cc81b,5/7/2025,5/11/2025,B04739,P00157,S0135,163.25
1ef76ce7-7ee6-43d9-9936-a23566cafc0c,4/24/2025,5/2/2025,B08260,P00245,S0022,233.66
dd1f9fad-c5cf-4003-a7c5-ec3539d27198,4/27/2025,5/1/2025,B08211,P00434,S0169,163.08
31056620-dbaa-4144-ba9a-0962b18301da,5/5/2025,5/15/2025,B01635,P00271,S0164,135.93
58aed667-f8b0-4815-b110-f9fe925ae73f,4/23/2025,5/3/2025,B08144,P00145,S0167,267.05
dba43356-20dd-4420-b3b2-f701dc35fac7,5/4/2025,5/7/2025,B08001,P00334,S0023,186.72
920fcfb4-c37e-4b97-8119-b432becb2e60,4/13/2025,4/21/2025,B04840,P00353,S0115,30
c24630d8-532a-4167-a5aa-a2670ffb4449,4/29/2025,5/5/2025,B05489,P00457,S0063,97.28
ddb11580-babe-4541-bafe-22aa4585edf7,4/11/2025,4/20/2025,B04172,P00366,S0027,48.61
e9d7558c-c539-44af-b7e3-d74ad65e6fbd,4/28/2025,5/6/2025,B08733,P00444,S0190,116.7
7c50df23-be68-422c-b997-d31499b05d67,5/6/2025,5/12/2025,B06862,P00265,S0151,41.42
bbcbfe81-a3f2-4686-bafe-6f0751c78be4,4/24/2025,4/29/2025,B09790,P00026,S0185,42.19
b9762381-8009-4673-8f0b-bc07a34c0eb3,4/21/2025,4/23/2025,B03290,P00113,S0033,125.53
66b499e4-5226-422a-9ae1-14605c058277,4/18/2025,4/26/2025,B02035,P00279,S0158,92.76
81c74779-7418-4dc9-847b-06867e3898e4,4/8/2025,4/11/2025,B09939,P00259,S0092,348.02
ea438cf8-9000-4eb7-ad04-7298206831fc,5/6/2025,5/15/2025,B05267,P00330,S0179,203.3
994aa58c-50d5-41de-ae02-89a726fa2cdc,4/10/2025,4/15/2025,B03403,P00125,S0196,44.35
5a01ad54-7720-4988-a275-d82c33947cbf,4/9/2025,4/17/2025,B03301,P00192,S0058,116.05
5fc77cd8-a6a6-423a-bf00-3d48df795a7e,4/8/2025,4/14/2025,B02393,P00432,S0092,85.14
ab5a141e-bde5-4ac4-8232-7e4fd2c141f6,5/1/2025,5/6/2025,B00562,P00422,S0012,236.66
c55a51a9-0500-4662-9ee3-f6aa5fc138e6,4/10/2025,4/14/2025,B03740,P00206,S0187,220.3
e226f3bc-2598-4910-bb4f-0ec7fc4a2eed,4/15/2025,4/20/2025,B00018,P00424,S0090,180.55
1bfad88d-2583-47e5-9c62-f5055177fe44,5/4/2025,5/7/2025,B05097,P00307,S0153,45.46
e99939a1-2dfa-447f-8409-efccde49f0d0,5/14/2025,5/22/2025,B01768,P00396,S0152,26.08
b8a00bf9-d271-4de2-b230-6120c2675d6a,4/12/2025,4/22/2025,B01648,P00354,S0078,375.74
fdb2e282-7b39-4555-9c15-35b80ee1a864,4/27/2025,4/30/2025,B00803,P00119,S0157,123.41
d93b5f69-ad55-44c6-b829-92fafb81b26e,5/19/2025,5/26/2025,B08240,P00427,S0110,379.07
2bfaae8c-2b2a-4112-aa80-185000d0ebde,4/3/2025,4/12/2025,B03922,P00081,S0066,2027.16
ccdb9dcc-e0b0-4318-9085-3d700a535f1c,5/7/2025,5/14/2025,B00752,P00423,S0163,45.5
17672d40-ee54-431b-9fbc-607f054238ed,5/9/2025,5/16/2025,B04398,P00415,S0067,91.17
15853c0d-d75f-4b36-b3e4-d777c7631587,5/15/2025,5/19/2025,B05848,P00123,S0050,93.26
39bece03-3f13-49f8-b404-35326254e018,4/3/2025,4/8/2025,B02698,P00413,S0031,30
bd595139-c829-404d-a888-bf0f374abff3,5/15/2025,5/17/2025,B00235,P00308,S0152,165.96
dea55b61-4085-4920-ac7c-1488ca10b2a5,5/19/2025,5/24/2025,B03722,P00365,S0174,50
4e37223d-b6e3-4e8f-bd72-9b089fde3728,4/4/2025,4/7/2025,B00195,P00120,S0171,1002.73
f6089b22-a730-416e-902f-c1ca047b08a2,4/28/2025,5/3/2025,B06828,P00222,S0195,116.56
e95047b3-b490-4b23-b6a9-bd50190b67ca,5/17/2025,5/23/2025,B01429,P00106,S0014,240.52
579743fc-a1d4-4f39-b066-b159a75683f4,4/10/2025,4/16/2025,B05496,P00071,S0160,33.13
faac1425-6eba-4638-8228-b56a53f6f3e3,4/28/2025,5/1/2025,B01483,P00395,S0080,213.9
b28cd3f2-dcec-4b2e-be51-e15063a785b6,5/3/2025,5/6/2025,B07091,P00100,S0146,362.17
707cf93b-4556-44d7-86bf-aea320c69a66,5/19/2025,5/25/2025,B02437,P00206,S0188,88.72
ccd12a9a-5069-4207-a636-8257fdcb220a,4/17/2025,4/21/2025,B08233,P00378,S0108,46.85
e8d73ab1-2864-4a54-b458-9e82cba638eb,4/27/2025,5/7/2025,B04889,P00035,S0051,68.54
f49050ad-846c-4db5-989b-747c21597889,4/27/2025,5/7/2025,B01261,P00212,S0081,32.62
c449da60-e1dc-472b-bc27-838a17f6888c,5/5/2025,5/13/2025,B02408,P00115,S0032,340.08
e374cdcc-c38f-4b1e-b40d-32992bef7874,5/3/2025,5/8/2025,B03829,P00007,S0130,82.06
bf3a4712-f575-49dc-a3a6-b268e920b5c4,5/4/2025,5/9/2025,B02760,P00462,S0182,40.95
e1a123b3-aeda-47f6-a101-6c68e42aa26c,5/5/2025,5/11/2025,B06012,P00479,S0116,67.01
e0670bba-9f6c-4447-9654-8b62d0bd0fe7,4/26/2025,5/4/2025,B09810,P00129,S0145,20
b4d0c743-ea3e-459a-828e-0707f35022ef,5/15/2025,5/17/2025,B09616,P00072,S0196,76.9
6970c79f-db13-40e0-b02a-5dc32a2676b4,4/22/2025,4/27/2025,B08284,P00368,S0174,40.27
d6b67c11-e784-4abb-895b-a9d503b2977f,5/8/2025,5/11/2025,B05576,P00319,S0110,242.1
f3c29bf5-5a2e-40b2-a518-cbe7dddf4ec1,4/2/2025,4/10/2025,B01639,P00367,S0116,207.24
ac1ac462-3344-464a-94a4-0ac09aeda39e,4/9/2025,4/11/2025,B07673,P00251,S0023,215.56
f5ae58c0-e3fe-4f75-b98b-dad7385bf48e,5/11/2025,5/15/2025,B05447,P00368,S0191,39.92
3e17ec1b-c8f8-4ace-a85a-9555475e0962,4/19/2025,4/21/2025,B02189,P00116,S0054,156.09
351f4009-5370-4c14-829b-3675b3c13749,4/9/2025,4/19/2025,B00379,P00488,S0198,131.5
f9e54d25-b2ce-4edf-b97b-cede48d8be38,5/11/2025,5/21/2025,B06882,P00030,S0083,137.73
da6f041b-8c59-4217-89ad-02dc5b257038,4/29/2025,5/6/2025,B06121,P00344,S0120,31.75
1cd560ba-65d5-4a24-92c2-77432e04408c,4/5/2025,4/13/2025,B02617,P00065,S0196,348.77
05198b06-d6bb-4a5b-b6da-49f8b2a176f8,5/7/2025,5/14/2025,B05772,P00225,S0092,12.22
f6e5c50a-b4ce-45e4-8b65-d874c47ecd4d,4/8/2025,4/14/2025,B00391,P00336,S0031,139.87
e2b1b4df-6a63-4768-b86e-aebc06eb0756,4/20/2025,4/24/2025,B00167,P00426,S0172,257.1
ccb7c911-c572-4e0d-b8b1-80956c9fe4b6,5/15/2025,5/21/2025,B04839,P00136,S0085,269.46
fe8fe466-5498-40d7-8a43-9bab26aa541c,5/15/2025,5/20/2025,B04064,P00283,S0148,40
6940d9d2-a470-44f5-b59e-0c149b926c59,4/20/2025,4/29/2025,B04721,P00124,S0139,350.09
6a06b1b5-5a1d-4625-8486-399ea9e6246e,4/6/2025,4/13/2025,B02014,P00465,S0132,134.55
d5640210-04d1-4708-96ea-32e3916855e8,4/23/2025,5/3/2025,B00910,P00189,S0114,112.73
d6324f56-8524-4ae6-853e-998620e9faf4,4/30/2025,5/2/2025,B00533,P00242,S0043,72.05
6571f58b-7c9e-4c41-bf80-7390b5857f79,4/15/2025,4/19/2025,B02259,P00220,S0162,0.67
d8d37527-cef8-495e-943c-aabd4c032329,4/13/2025,4/16/2025,B04107,P00384,S0146,77.77
8c73a18e-4e3e-459b-9e1d-d4ca38df3c1f,4/18/2025,4/21/2025,B05664,P00088,S0068,26.68
c3aae581-03f8-4925-b97a-8eb85f701cc2,4/15/2025,4/25/2025,B03903,P00262,S0165,371.42
55ed42ec-7704-4acb-9ff3-df8988f0a201,4/20/2025,4/24/2025,B03610,P00319,S0163,225.71
6be5655a-49bd-4d5c-8d01-c038d57dbd43,4/7/2025,4/13/2025,B04872,P00382,S0111,103.79
f2094bef-08c5-4702-9cb8-d11788a41ce6,5/19/2025,5/29/2025,B04994,P00071,S0116,65
7a1d76c8-442c-446c-a5b0-8af8ccbbcc41,4/17/2025,4/24/2025,B09020,P00363,S0083,69.8
6247f562-a95e-4206-a145-d3e792030c9c,5/9/2025,5/18/2025,B04651,P00327,S0020,20.09
5e3fd1ac-159d-4f5d-9f96-4b10b55249cd,4/20/2025,4/22/2025,B08521,P00375,S0171,125.41
993e45e3-558e-4aa2-b4d6-cf2ba1fc9711,4/25/2025,4/29/2025,B08015,P00005,S0053,95.99
e3385ab9-1a6e-43f0-a695-061ee39ab8be,4/7/2025,4/13/2025,B02355,P00142,S0065,25.33
99946603-906f-46cd-b02b-12654582c653,4/10/2025,4/13/2025,B04971,P00328,S0181,52.57
dfe4332b-c1e4-4b63-a60a-ffbb52686a23,5/7/2025,5/17/2025,B09190,P00466,S0081,145.58
435d7864-5280-4d07-991a-cefa0865842b,4/11/2025,4/21/2025,B00654,P00369,S0129,49.7
e58fa238-2993-498c-9655-ed0488db59fa,4/16/2025,4/25/2025,B07334,P00357,S0014,47.43
f1006038-c293-4f83-9984-4328f42a44f5,5/5/2025,5/11/2025,B05762,P00423,S0030,168.57
6da2fbfc-832a-4801-896f-9c27e464bdf1,4/19/2025,4/27/2025,B05818,P00356,S0177,133.81
9bdcf1de-9662-4582-be2b-6e1026bb8d06,4/30/2025,5/4/2025,B03870,P00146,S0110,1.23
e0a4b787-dd2d-4459-a6f0-5bc7f001b5fe,5/14/2025,5/24/2025,B04280,P00087,S0113,123.82
a2a89002-cb2a-401b-b730-df6a28b89bb7,5/4/2025,5/14/2025,B09335,P00339,S0056,283.66
6989d0b1-8280-45d0-bd21-f34f373bea05,5/6/2025,5/12/2025,B09915,P00257,S0091,89.88
37874295-4a1f-4f97-bd25-da146cc04f03,4/25/2025,4/30/2025,B08930,P00019,S0130,32.38
6245ee2f-0e30-4f2d-9019-b8655bffbe6d,4/9/2025,4/17/2025,B01449,P00288,S0118,43.08
f195bb67-da3f-4de1-8085-8985865c1f57,4/30/2025,5/3/2025,B01993,P00319,S0036,254.58
37765fb8-d488-4177-a486-26284a24cffe,4/20/2025,4/27/2025,B06905,P00476,S0096,48.91
bcf42222-8fa4-4cd1-a4d4-5ba78bed5a13,4/26/2025,5/3/2025,B02951,P00023,S0166,48.22
cc6df324-3a4e-416d-8445-f93f688b08cf,4/24/2025,4/29/2025,B03515,P00221,S0040,67.58
a646b3b2-9fb6-4201-b16e-d5ee6410af4f,5/16/2025,5/19/2025,B01324,P00492,S0007,311.18
d95efaa6-2aaf-40f4-a6c0-935b733f146d,4/27/2025,5/5/2025,B01268,P00044,S0015,154.14
92c2331f-bf5a-4b3b-92de-f5cc72152c3a,5/2/2025,5/9/2025,B02714,P00303,S0088,333.68
7467600b-8438-45a0-a80c-495a9cc7be88,4/5/2025,4/13/2025,B08058,P00346,S0147,404.88
3ffb42a4-eaaa-453c-8b6e-af594882a8a5,5/11/2025,5/13/2025,B09592,P00116,S0098,44.77
956f0f3a-cfad-4816-a80b-03e6d0d64e21,4/28/2025,5/7/2025,B07764,P00139,S0137,1302.42
d3b89376-1c6b-46b5-842e-e23b2de9eb9f,4/3/2025,4/6/2025,B09896,P00482,S0085,645.8
9bca8123-27d9-4a5a-9ce8-d96cf2a09411,4/3/2025,4/5/2025,B03760,P00343,S0176,186.39
4f886414-767c-4bef-8317-755e8077f4b5,4/30/2025,5/10/2025,B09394,P00174,S0126,208.41
0e830878-a17f-4a4c-b546-0962ab9a8dd1,4/4/2025,4/11/2025,B01698,P00378,S0118,76.39
b963d44d-efff-4640-a91a-ff025de80c77,5/2/2025,5/8/2025,B00658,P00290,S0031,67.42
699549e2-4981-4d79-9f20-633a96a5cef5,4/9/2025,4/15/2025,B08843,P00405,S0037,232.05
beb826ea-5540-44d8-8896-9442e374de7e,5/21/2025,5/23/2025,B09141,P00223,S0019,69.33
189629c9-37f8-4bf2-9dc3-d719044e02f6,4/24/2025,5/2/2025,B01687,P00079,S0197,641.2
